Omar Haggag,,,,,,,,
Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language
2020-08-14 05:50:19,com.moi.covid19,EHTERAZ,en,sareena abdulla,5,Excellent,Excellent,ca
2020-08-14 05:14:09,com.moi.covid19,EHTERAZ,en,nidheesh raji,3,"It is not working ,when I try to login it is showing API key not found.",  It is not working  when I try to login it is showing API key not found. ,en
2020-08-14 03:23:37,com.moi.covid19,EHTERAZ,en,Shijo Joseph,2,The latest update is consuming huge battery consumption...It was okay till before the latest build. Please check and do the needful.,  The latest update is consuming huge battery consumption...It was okay till before the latest build. Please check and do the needful. ,en
2020-08-13 22:27:16,com.moi.covid19,EHTERAZ,en,sabir mohamed,5,Very good app,  Very good app ,en
2020-08-13 21:33:52,com.moi.covid19,EHTERAZ,en,md sarfaraz Alaam,3,I am facing problem with the application last 10 days I'm trying to register 3 defferent smart phone so many times I am Reinstalled the app and 4 defferent mobile number all so changed 3 time calling 109 my complaint all so registered one week ago I am still facing troube not supporting from 109 only given ticket number,  I am facing problem with the application last 10 days I'm trying to register 3 defferent smart phone so many times I am Reinstalled the app and 4 defferent mobile number all so changed 3 time calling 109 my complaint all so registered one week ago I am still facing troube not supporting from 109 only given ticket number ,en
2020-08-13 19:12:27,com.moi.covid19,EHTERAZ,en,Saiful Islam md,5,love Thes App,  love Thes App ,en
2020-08-13 16:26:13,com.moi.covid19,EHTERAZ,en,Saher Ali,5,It's nice,  It's nice ,en
2020-08-13 16:00:09,com.moi.covid19,EHTERAZ,en,جُبير دهمان,1,لماذا تريد صلاحية على الموقع طوال الوقت,Why do you want validity on the site all the time,ar
2020-08-13 15:27:05,com.moi.covid19,EHTERAZ,en,Jamshid muhammed,1,Not able to register from india,  Not able to register from india ,en
2020-08-13 13:42:34,com.moi.covid19,EHTERAZ,en,santhosh perattery,5,Good app,  Good app ,en
2020-08-13 13:26:17,com.moi.covid19,EHTERAZ,en,Cherelyn Eballe,5,Good,Good,so
2020-08-13 10:09:45,com.moi.covid19,EHTERAZ,ar,غانم السندي 2022,5,جيد جدا,very good,ur
2020-08-13 09:55:13,com.moi.covid19,EHTERAZ,en,Shymee Paki,1,Startmaker free sing,Starmaker free sing,no
2020-08-13 09:08:04,com.moi.covid19,EHTERAZ,en,yusuf shaikh,1,"Why.........Ehteraz? Because of new update, my phone's battery started draining....... Please fix this problem asap..........",  Why.........Ehteraz? Because of new update  my phone's battery started draining....... Please fix this problem asap.......... ,en
2020-08-13 07:14:14,com.moi.covid19,EHTERAZ,en,Nasar Abdunnasar,5,Very nice,Very nice,pl
2020-08-13 05:13:15,com.moi.covid19,EHTERAZ,en,Jassim Uddin,5,what hapen my app😭,  what hapen my app😭 ,en
2020-08-12 22:11:39,com.moi.covid19,EHTERAZ,ar,Hassan Belly,1,البرنامج لا يعمل,The program does not work,ar
2020-08-12 19:32:43,com.moi.covid19,EHTERAZ,en,Mubeen Dalvi,1,There is a need MOI to review their support desk. Firstly this app forced people to buy a compatible phone and now with all bugs in app your desk want people to buy another sim. From the reviews it is apparent that even after having new sim there is no guarantee the app will get activated. We understand your concern for the system security. However to make life easy for app users pease advise your team to reset the activation counts for genuine users. Thanks.,  There is a need MOI to review their support desk. Firstly this app forced people to buy a compatible phone and now with all bugs in app your desk want people to buy another sim. From the reviews it is apparent that even after having new sim there is no guarantee the app will get activated. We understand your concern for the system security. However to make life easy for app users pease advise your team to reset the activation counts for genuine users. Thanks. ,en
2020-08-12 19:23:05,com.moi.covid19,EHTERAZ,en,M Bilal,5,8 12 2020,  8 12 2020 ,
2020-08-12 18:13:50,com.moi.covid19,EHTERAZ,ar,Emad Mostafa Emad Mostafa,1,احتراز كان شغال معايا كويس جدا وفجأه وقف ويظهرلي كلمه تقرير. لغيته وحاولت كتير انزله مش عارف واتصلت ب109 بس مافيش فايده خالص أنا تعبت مش عارف ادخل اي مكان واي لجنه بتقابلني على الطريقة بحلفله إن في مشكله في التطبيق نفسه,Caution was very good with me  and suddenly he stood up and showed a word of report. I language it and I tried a lot to download it  I don’t know and I called 109  but I don’t help it at all. I’m tired  I don’t know.,ar
2020-08-12 17:51:57,com.moi.covid19,EHTERAZ,ar,Nabil Hassioui,5,عندي مشكل في التطبيق لا يعمل منذ شهر,I have a problem with the application that has not been working for a month,ar
2020-08-12 17:51:18,com.moi.covid19,EHTERAZ,en,DarkAngel Jhane,1,Before it's functioning properly. Now the health status is showing ? mark. And its already two days now. I've done everything from cleaning the cache to uninstalling and insatlling the app several times. And I already called 109 for assistance 2x. Still nothing happened. They just keep on asking my name and letting me wait for 2 mins and tells me to do the same thing. It will not be good if I will buy another sim just for this app.,  Before it's functioning properly. Now the health status is showing ? mark. And its already two days now. I've done everything from cleaning the cache to uninstalling and insatlling the app several times. And I already called 109 for assistance 2x. Still nothing happened. They just keep on asking my name and letting me wait for 2 mins and tells me to do the same thing. It will not be good if I will buy another sim just for this app. ,en
2020-08-12 17:42:33,com.moi.covid19,EHTERAZ,en,tabZ Matz,5,Ok,Ok,af
2020-08-12 17:34:18,com.moi.covid19,EHTERAZ,ar,Muhammed Muhammed,2,ليس يتم التسجيل شنو المشكله,Registration is not done  what is the problem?,ar
2020-08-12 15:53:27,com.moi.covid19,EHTERAZ,en,CHUNNU BANU,5,Good,Good,so
2020-08-12 14:38:33,com.moi.covid19,EHTERAZ,ar,e.z.o Gamer,1,ورنيز,ورنيز,fa
2020-08-12 13:56:03,com.moi.covid19,EHTERAZ,en,subin saji,2,Super,Super,id
2020-08-12 11:06:28,com.moi.covid19,EHTERAZ,en,Arefin Hridoy,2,This app taken too much charge boring,  This app taken too much charge boring ,en
2020-08-12 10:34:35,com.moi.covid19,EHTERAZ,ar,house of grill,5,Ok,Ok,af
2020-08-12 07:56:14,com.moi.covid19,EHTERAZ,en,Novelyn Montorio,2,question mark my status I re stall many times ehteraz and update still question mark my status. I call 109 but the one answer close the line,  question mark my status I re stall many times ehteraz and update still question mark my status. I call 109 but the one answer close the line ,en
2020-08-12 06:41:43,com.moi.covid19,EHTERAZ,en,Mdebadur Rahman,5,Nice,Nice,ro
2020-08-12 05:32:51,com.moi.covid19,EHTERAZ,en,Felize Mae Pamplona,5,It's good,  It's good ,en
2020-08-12 02:50:02,com.moi.covid19,EHTERAZ,en,Mohammad Miah,4,E☺ m .jx,E☺ m .jx,sk
2020-08-11 21:28:54,com.moi.covid19,EHTERAZ,en,M I S videos,1,Not downloading in my iPhone 6,  Not downloading in my iPhone 6 ,en
2020-08-11 21:16:34,com.moi.covid19,EHTERAZ,en,Khalil Harrath,1,Ff go next,Ff go next,cy
2020-08-11 20:58:47,com.moi.covid19,EHTERAZ,en,Touni Zino,1,They ask for storage permission!!..i dont know what does this has to do with the app,  They ask for storage permission!!..i dont know what does this has to do with the app ,en
2020-08-11 20:41:22,com.moi.covid19,EHTERAZ,ar,manaf jedi,1,التطبيق يستهلك بطارية الموبايل,The application consumes the mobile battery,ar
2020-08-11 19:59:19,com.moi.covid19,EHTERAZ,en,Ruhul Hassan,5,Good,Good,so
2020-08-11 19:54:26,com.moi.covid19,EHTERAZ,en,jahangir Alam,4,This app is Disturb.every minutes need to Bluetooth enable and disable.,  This app is Disturb.every minutes need to Bluetooth enable and disable. ,en
2020-08-11 19:42:44,com.moi.covid19,EHTERAZ,ar,Msare Alsadi,5,أرسلوا زلتوءوجئ م ءزظت ء كتاب زءء,They sent Ujuzat Uzzaa Book Zaa,ar
2020-08-11 19:39:14,com.moi.covid19,EHTERAZ,en,adam ##,2,i have a question mark since 2 days !!! how can i fix it ?,  i have a question mark since 2 days !!! how can i fix it ? ,en
2020-08-11 18:36:48,com.moi.covid19,EHTERAZ,en,Althuraya Goldline,1,"Showing could not get API,Still stuck in accommodation",  Showing could not get API Still stuck in accommodation ,en
2020-08-11 18:35:54,com.moi.covid19,EHTERAZ,en,bunso Rapista,1,I try many time to regesterd not work,  I try many time to regesterd not work ,en
2020-08-11 18:30:08,com.moi.covid19,EHTERAZ,en,django treze,1,"All error, keeps on saying error. This app needs a very serious fixing. Very, very poor!",  All error  keeps on saying error. This app needs a very serious fixing. Very  very poor! ,en
2020-08-11 18:02:17,com.moi.covid19,EHTERAZ,en,Farooq Ahmed,1,Facing problem since more than one month app is not working. I tried to register with different numbers it shows exceeded tries. And if i register from a new number it shows could not get API Key. What is this?????? I have teeth pain hospitals arennow allowing inside without This Ehteraz. Kindly do something.,  Facing problem since more than one month app is not working. I tried to register with different numbers it shows exceeded tries. And if i register from a new number it shows could not get API Key. What is this?????? I have teeth pain hospitals arennow allowing inside without This Ehteraz. Kindly do something. ,en
2020-08-11 17:58:46,com.moi.covid19,EHTERAZ,en,Alan John Merto,1,"Poor management. 2 guys were tested the same day. Guy A got positive for Covid so his Etheraz turned Yellow then returned to Green after 8 days of being in quarantine. Guy B was negative but for some reason, his Etheraz is still yellow on his 12th day after getting the negative result. 🙈",  Poor management. 2 guys were tested the same day. Guy A got positive for Covid so his Etheraz turned Yellow then returned to Green after 8 days of being in quarantine. Guy B was negative but for some reason  his Etheraz is still yellow on his 12th day after getting the negative result. 🙈 ,en
2020-08-11 15:33:15,com.moi.covid19,EHTERAZ,en,HM SALEHAHMED,5,Good,Good,so
2020-08-11 15:29:30,com.moi.covid19,EHTERAZ,en,Samir Biswas,5,Excellent app,Excellent app,fr
2020-08-11 13:41:51,com.moi.covid19,EHTERAZ,ar,Adel Mohamed,5,ممتاز,Excellent,fa
2020-08-11 13:38:28,com.moi.covid19,EHTERAZ,ar,αнмеd -,3,التطبيق جيد جدا ومهم لأي أنسان علي أرض هذه البلاد لأنه بيعطيك حالة صحتك العامه #لكن عندي سؤال هل التطبيق بيعطيك حالة صحتك صحيح بدون فحص والله إلا تفحص حتي يعطيك الحاله الصحيحة لصحتك الرجاء الرد,The application is very good and important for any person on the land of this country because it gives you the state of your general health # But I have a question: Does the application give you the state of your health is correct without checking and God does not examine until it gives you the correct state of your health Please reply,ar
2020-08-11 13:23:17,com.moi.covid19,EHTERAZ,en,Hariyadi SP,1,"I have problems last 2-3 weeks, always ask registration when open ehteraz, then exceed activation number, call 109 more than 6 times, follow all recommendation, problem still not solved, can't go to shopping, clinic, mall , mosque, in few weeks need to go back to office , don't know what to do , pls .. pls..fix the problem , or at least don't limit activation number, till problem is solved, I am using samsung galaxy 10, ehteraz is good tool but need to fix the bugs,",  I have problems last 2-3 weeks  always ask registration when open ehteraz  then exceed activation number  call 109 more than 6 times  follow all recommendation  problem still not solved  can't go to shopping  clinic  mall   mosque  in few weeks need to go back to office   don't know what to do   pls .. pls..fix the problem   or at least don't limit activation number  till problem is solved  I am using samsung galaxy 10  ehteraz is good tool but need to fix the bugs  ,en
2020-08-11 11:08:00,com.moi.covid19,EHTERAZ,en,Manasiya Abdulwahhab,1,The new update of the Ehtiraz app in Android drains the battery a lot,  The new update of the Ehtiraz app in Android drains the battery a lot ,en
2020-08-11 06:21:19,com.moi.covid19,EHTERAZ,en,Jassim Altamimi,3,Not working after yesterday last updated on android,  Not working after yesterday last updated on android ,en
2020-08-10 23:51:13,com.moi.covid19,EHTERAZ,en,Mohd Saddiq,1,Worst app always adk to enable Bluetooth and consume alot of battery,  Worst app always adk to enable Bluetooth and consume alot of battery ,en
2020-08-10 23:19:08,com.moi.covid19,EHTERAZ,en,AR.Tube. Bangla,5,Really this apps very good and helpfull thanks Qatar government health services,  Really this apps very good and helpfull thanks Qatar government health services ,en
2020-08-10 22:04:26,com.moi.covid19,EHTERAZ,en,Harish Alluri,5,Super app for covid 19,  Super app for covid 19 ,en
2020-08-10 18:46:51,com.moi.covid19,EHTERAZ,en,Tarik Nafi,5,Good,Good,so
2020-08-10 16:51:40,com.moi.covid19,EHTERAZ,en,Bin Laden,1,It is not working,  It is not working ,en
2020-08-10 16:29:12,com.moi.covid19,EHTERAZ,en,Dinesh Sharma,4,good,good,so
2020-08-10 15:54:46,com.moi.covid19,EHTERAZ,ar,Rufida Abushehab,1,عادي و ممل,Plain and boring,ar
2020-08-10 15:17:58,com.moi.covid19,EHTERAZ,en,Majd Yosefhala,5,Very good,Very good,af
2020-08-10 12:28:17,com.moi.covid19,EHTERAZ,en,Saad Uddin Talukdar,3,I'm Covid positive second time but the App is not showing. What is the purpose of this App?,  I'm Covid positive second time but the App is not showing. What is the purpose of this App? ,en
2020-08-10 11:11:22,com.moi.covid19,EHTERAZ,en,ruhel amin,5,"I.love.qatar,,& Qatar ministry",  I.love.qatar  & Qatar ministry ,en
2020-08-10 11:09:15,com.moi.covid19,EHTERAZ,id,Siti Aisha,3,Siti aisah,Siti aisah,id
2020-08-10 10:36:33,com.moi.covid19,EHTERAZ,en,Md Sarwar Hussain,5,Good,Good,so
2020-08-10 08:34:45,com.moi.covid19,EHTERAZ,en,Syed Azmath,5,Good thing,  Good thing ,en
2020-08-10 06:16:12,com.moi.covid19,EHTERAZ,en,I Khan,1,I have called 109 so many times all they do is raise ticket & say the technical team will call back within 72 hours which they haven't. I informed of the urgency and that I have cancelled 3 doctors appointment for my wife but the call centre say we understand but cannot help until the technical team calls back who till date have not cared to call. On my own mobile - keeping the app on is draining my battery very fast.,  I have called 109 so many times all they do is raise ticket & say the technical team will call back within 72 hours which they haven't. I informed of the urgency and that I have cancelled 3 doctors appointment for my wife but the call centre say we understand but cannot help until the technical team calls back who till date have not cared to call. On my own mobile - keeping the app on is draining my battery very fast. ,en
2020-08-10 05:19:49,com.moi.covid19,EHTERAZ,en,Master Water,5,it showing question mark,  it showing question mark ,en
2020-08-10 02:57:44,com.moi.covid19,EHTERAZ,en,Prasad Meriga Rayappa Meriga,4,Good,Good,so
2020-08-10 00:39:41,com.moi.covid19,EHTERAZ,ar,alwafa steel,3,انا التطبيق عندي ما يشتغل طلع عندي مكتوب (تم ايقاف تطبيق احتراز) ارجو حل المشكله حاولت الغاء التطبيق ونزلته اكثر من مره بس ما نفع ابدا كيف بخرج برا البيت ارجو حل المشكله وبسرعه .,I have the application that does not work. I have a written (Precaution has been suspended) I hope to solve the problem. I tried to cancel the application and downloaded it more than once  but it never worked. How to get out of the house  I hope to solve the problem quickly.,ar
2020-08-09 22:29:57,com.moi.covid19,EHTERAZ,en,Joanne Reyes,5,Awesome,Awesome,af
2020-08-09 22:10:18,com.moi.covid19,EHTERAZ,en,Sayed mumtaz hussain,2,Why not working my ehteraz,  Why not working my ehteraz ,en
2020-08-09 22:08:21,com.moi.covid19,EHTERAZ,ar,ghazi atta,5,ممتاز,Excellent,fa
2020-08-09 19:55:25,com.moi.covid19,EHTERAZ,en,Eagle Motivation,1,Its not working showing this sign...(?) also not showing notifications. Must fix problem. Thanks,  Its not working showing this sign...(?) also not showing notifications. Must fix problem. Thanks ,en
2020-08-09 19:20:57,com.moi.covid19,EHTERAZ,en,Aeron Ralph Sebastian,5,This is good for the people,  This is good for the people ,en
2020-08-09 17:59:43,com.moi.covid19,EHTERAZ,en,Syed munawer ali,5,Very useful & helpful,  Very useful & helpful ,en
2020-08-09 16:26:50,com.moi.covid19,EHTERAZ,ar,AlAdeen professor,1,تاخر في تحويل اللون من الاصفر الى الاخضر رغم انتهاء فتره الحجر المنزلي اسبوع وتم عمل الفحص والنتيجه سليمه ..ورغم مرور يوم كامل على ظهور النتيجه لم يتغير اللون الاصفر,He was late in changing the color from yellow to green  despite the end of the home quarantine period for a week  and the examination was done and the result was correct .. And although a full day had passed since the results appeared  the yellow color did not change,ar
2020-08-09 15:49:33,com.moi.covid19,EHTERAZ,en,Mohammed Rayyan,1,This consumes my battery a lot because it always asks to turn on my Bluetooth.,  This consumes my battery a lot because it always asks to turn on my Bluetooth. ,en
2020-08-09 15:00:31,com.moi.covid19,EHTERAZ,en,nazrul islam,5,Great,  Great ,en
2020-08-09 14:49:42,com.moi.covid19,EHTERAZ,en,Shella Gregorio,1,What is happening wirh rhis app?! Why does it log out by itself and gave me headache??!! Lol! Fixed rhis please i cant have back my records... Installed and uninstalled still the result is the same!!,  What is happening wirh rhis app?! Why does it log out by itself and gave me headache??!! Lol! Fixed rhis please i cant have back my records... Installed and uninstalled still the result is the same!! ,en
2020-08-09 14:30:41,com.moi.covid19,EHTERAZ,ar,عمر الروحي,5,بارك الله في صاحب الفكرة,God bless the owner of the idea,ar
2020-08-09 14:25:44,com.moi.covid19,EHTERAZ,en,Noufal Kunhimon,1,I've to register everytime i open this app. Also i cannot use the same Mobile number many times. Please give us an update and fix this damn issue. Because we need to show this app in every super markets and everywhere. Please fix the bugs. Thank you!,  I've to register everytime i open this app. Also i cannot use the same Mobile number many times. Please give us an update and fix this damn issue. Because we need to show this app in every super markets and everywhere. Please fix the bugs. Thank you! ,en
2020-08-09 14:15:00,com.moi.covid19,EHTERAZ,ar,بغدادي عبدالوهاب,1,"ء ر. ر بس. ء ء ر رب بس ء بري. ١م١صخفلخسةساثعىع٣ؤثصؤقءءف،بفت٩ؤ٩ببقتن١اثخصس",ء ر. ر Bus. The Lord and the Lord simply. ١ م ١ صخفلخسةساثعىع ؤ تثثققاءف,ar
2020-08-09 12:27:23,com.moi.covid19,EHTERAZ,en,Riflan Nizmy,1,There is not working some Sim cards numbers.it is showing that exceeded activated something.so please update your version.or give us a good solution to activate Ehteraz.,  There is not working some Sim cards numbers.it is showing that exceeded activated something.so please update your version.or give us a good solution to activate Ehteraz. ,en
2020-08-09 11:33:46,com.moi.covid19,EHTERAZ,en,Fazdli Zailani,1,Tried installing at first time it works. Then status chance to yellow. Then auto log out. Tried register again exceeded the limit. Call up hotline 109 and the customer service told me to change number. The apps only accept the same number 3 times more then that it will not allowed to register. For this issue i have bought 4 simcard. What kind of apps only accept 3 times to register using same number? This is nonsense. The customer service is not helpful at all they can't do anything on the spot.,  Tried installing at first time it works. Then status chance to yellow. Then auto log out. Tried register again exceeded the limit. Call up hotline 109 and the customer service told me to change number. The apps only accept the same number 3 times more then that it will not allowed to register. For this issue i have bought 4 simcard. What kind of apps only accept 3 times to register using same number? This is nonsense. The customer service is not helpful at all they can't do anything on the spot. ,en
2020-08-09 11:32:27,com.moi.covid19,EHTERAZ,en,Lovely Fabio,1,It always says that exceeded number of activation. Call 109. I already called 109 and i follow the advise to use another mobile number. I log in and it logs out again. And i cannot register again!!!! What to do i need to buy new simcard again for this app?! Please fix the issues on your app because many people cannot go to groceries or other shops because of this problem!! This app is a burden to me.,  It always says that exceeded number of activation. Call 109. I already called 109 and i follow the advise to use another mobile number. I log in and it logs out again. And i cannot register again!!!! What to do i need to buy new simcard again for this app?! Please fix the issues on your app because many people cannot go to groceries or other shops because of this problem!! This app is a burden to me. ,en
2020-08-09 11:26:50,com.moi.covid19,EHTERAZ,en,Ahmed Shee Mohamed,3,it Keeps signing out and after certain registrations you will reach the limit.. This needs to be fixed.. and not telling us to use our freinds numbers to register again,  it Keeps signing out and after certain registrations you will reach the limit.. This needs to be fixed.. and not telling us to use our freinds numbers to register again ,en
2020-08-09 10:56:09,com.moi.covid19,EHTERAZ,en,budairy yusi,5,Excellent,Excellent,ca
2020-08-09 10:36:03,com.moi.covid19,EHTERAZ,en,Kaiera Tao Tao,1,In my phone is not working. Showing questikn mark. How many times i download,  In my phone is not working. Showing questikn mark. How many times i download ,en
2020-08-09 10:33:55,com.moi.covid19,EHTERAZ,en,mostafa elbaba,4,Is there an age limit to subscribe in this app. Children less than 12?! Please advise.,  Is there an age limit to subscribe in this app. Children less than 12?! Please advise. ,en
2020-08-09 09:55:17,com.moi.covid19,EHTERAZ,fr,bilel bilel,1,هذا التطبيق تم جعله للتجسس و غير معدل حتى من هو مريض بالكوفيد 19 و ينزل هذا البرنامج تظهر له الشاشة خضراء و هذا ما إنجرت عنه العدوى فالناس لا تعرف من مريض أو لا. يجب تعديله في أسرع وقت شكرا,This application has been made to spy and is not modified even who is sick with Covid 19 and download this program appears to him a green screen and this is what caused the infection because people do not know who is sick or not. It should be modified as soon as possible Thanks,ar
2020-08-09 09:02:28,com.moi.covid19,EHTERAZ,en,alavi munnas,5,Good,Good,so
2020-08-09 09:02:14,com.moi.covid19,EHTERAZ,en,Rexaco,1,Its stupid,Its stupid,et
2020-08-09 08:39:31,com.moi.covid19,EHTERAZ,en,Deepak T,5,Good Application,  Good Application ,en
2020-08-09 08:12:23,com.moi.covid19,EHTERAZ,en,IHsan Faiz,3,Drains Battery and Lags sometimes,  Drains Battery and Lags sometimes ,en
2020-08-09 07:40:14,com.moi.covid19,EHTERAZ,en,Castine Imbali,5,Yesterday I went to take CPR corona free certificate so that I may travel now my app is grey code yet the result are not yet out it was green before the test yesterday at 7 pm. I just Is this normal ?,  Yesterday I went to take CPR corona free certificate so that I may travel now my app is grey code yet the result are not yet out it was green before the test yesterday at 7 pm. I just Is this normal ? ,en
2020-08-09 07:08:43,com.moi.covid19,EHTERAZ,en,Raphael Nwachukwu,5,Difficult to update. Always showing question mark signs,  Difficult to update. Always showing question mark signs ,en
2020-08-09 04:21:26,com.moi.covid19,EHTERAZ,en,suresh kumar,1,"Ehteraz app showing could not find api key, so that we cant join our duty, nobody have the solution, my friends are also facing the same problm 31 days after they released me from our duty i lose my job because of ethiraz no one fix this issue I make toomuch complaints my company finely me terminated (before this is working after update I am face this problem)",  Ehteraz app showing could not find api key  so that we cant join our duty  nobody have the solution  my friends are also facing the same problm 31 days after they released me from our duty i lose my job because of ethiraz no one fix this issue I make toomuch complaints my company finely me terminated (before this is working after update I am face this problem) ,en
2020-08-08 22:27:28,com.moi.covid19,EHTERAZ,en,Hk Hkl,1,Really bad,  Really bad ,en
2020-08-08 19:24:54,com.moi.covid19,EHTERAZ,ar,الطيب الطاهر,5,جد جدا,very very,ur
2020-08-08 19:13:47,com.moi.covid19,EHTERAZ,en,Aariya Rajan,3,Because this app when I install my mobile display always on.even screen lock conditions due to that battery drain fast. Before only Bluetooth only always on.now both on,  Because this app when I install my mobile display always on.even screen lock conditions due to that battery drain fast. Before only Bluetooth only always on.now both on ,en
2020-08-08 17:07:53,com.moi.covid19,EHTERAZ,en,Suman Devendra,3,After one person use a device and download ehthraz app and start using health statistics . How to sign out ? Hw can another person use this app in the same device?!,  After one person use a device and download ehthraz app and start using health statistics . How to sign out ? Hw can another person use this app in the same device?! ,en
