Omar Haggag/Aarogya Setu India IOS,,,,,,,,,,
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language
2020-08-13 14:39:43,1505825357,AarogyaSetu,in,2.0.0,khushisharma,5,Awesome app,"I would like to thank Modi Sir, he launched such a good app with which we remain alert to people exposed to the virus.👍🏻👍🏻👍🏻", Awesome app I would like to thank Modi Sir  he launched such a good app with which we remain alert to people exposed to the virus.👍🏻👍🏻👍🏻 ,en
2020-08-13 09:23:49,1505825357,AarogyaSetu,gb,2.0.0,Professor Wahal,3,Aarogya Setu : utility in India.,"AS is a very good app, however it is Extremely limited in India due to limitation of the app on smartphones only! 
While more than 75-80% population holds with it only mobile phones and many of those who have these Smartphones with 3-4G wifi , don’t know how to use it, don’t care to use it ,will not download it and finally are not honest about their symptoms!! 
Dr Anup K Wahal , Lko"," Aarogya Setu : utility in India. AS is a very good app  however it is Extremely limited in India due to limitation of the app on smartphones only! 
While more than 75-80% population holds with it only mobile phones and many of those who have these Smartphones with 3-4G wifi   don’t know how to use it  don’t care to use it  will not download it and finally are not honest about their symptoms!! 
Dr Anup K Wahal   Lko ",en
2020-08-13 03:51:32,1505825357,AarogyaSetu,in,2.0.0,ssk68942,5,Very flaky and unreliable app,"Very flaky and unreliable app, and some organisations have made this as a standard causing a big mess!!", Very flaky and unreliable app Very flaky and unreliable app  and some organisations have made this as a standard causing a big mess!! ,en
2020-08-13 03:15:41,1505825357,AarogyaSetu,in,2.0.0,NG sharma,1,Not providing Right data,It should be right data.  And it would be good if provided location on maps with GPS location so it would be easy to identify affected area, Not providing Right data It should be right data.  And it would be good if provided location on maps with GPS location so it would be easy to identify affected area ,en
2020-08-13 02:50:33,1505825357,AarogyaSetu,in,2.0.0,D3Tech,2,Repeated registration is a problem,"It forgets the registration, and asks again. It should give option to change registration details, but not forget itself.", Repeated registration is a problem It forgets the registration  and asks again. It should give option to change registration details  but not forget itself. ,en
2020-08-13 01:43:03,1505825357,AarogyaSetu,in,2.0.0,Dabhi. P. S,5,Very. Very. Nice,Nice, Very. Very. Nice Nice ,en
2020-08-13 01:16:05,1505825357,AarogyaSetu,in,2.0.0,Jansi Rani,1,Not receiving OTP and not able to register now,We are currently in USA and leaving to India in few days I tried to register with arogya Setu app with my Indian phone number but not receiving otp to complete registration. How to solve this?, Not receiving OTP and not able to register now We are currently in USA and leaving to India in few days I tried to register with arogya Setu app with my Indian phone number but not receiving otp to complete registration. How to solve this? ,en
2020-08-12 22:03:01,1505825357,AarogyaSetu,in,2.0.0,zzzzxxxxxxxxcxvvgghgfvv,5,Names of people shown at Risk,"Believe that The Status- mentions only the count of people. Please share the names as well as we can keep ourself more safe. 

Thx."," Names of people shown at Risk Believe that The Status- mentions only the count of people. Please share the names as well as we can keep ourself more safe. 

Thx. ",en
2020-08-12 21:14:39,1505825357,AarogyaSetu,in,2.0.0,NK100290,1,Whts the credibility of my data?,Are you guys confident that the data which fetching frm our that will not use for other purposes which can help financial or political... we want a assurance with firm letter as you know if you buy a smart with this you get one yr warranty with 100% assurance... are you guys are ready to share the assurance? If tht happened n our data will compromise with any manner for self interest or political interest what step you will do and what will be our right being as a Indian..! As I can see app is pulling complete data with other related stuff !!!, Whts the credibility of my data? Are you guys confident that the data which fetching frm our that will not use for other purposes which can help financial or political... we want a assurance with firm letter as you know if you buy a smart with this you get one yr warranty with 100% assurance... are you guys are ready to share the assurance? If tht happened n our data will compromise with any manner for self interest or political interest what step you will do and what will be our right being as a Indian..! As I can see app is pulling complete data with other related stuff !!! ,en
2020-08-12 19:44:15,1505825357,AarogyaSetu,in,2.0.0,vicky vohra,5,Vikram vohra,Good app ..enable us to keep track  on day to day basis  hats off to creators 👍, Vikram vohra Good app ..enable us to keep track  on day to day basis  hats off to creators 👍 ,en
2020-08-12 16:54:29,1505825357,AarogyaSetu,in,2.0.0,LeaderAmber,5,A suggestion.,"Hi,
Amber here,
I would like to propose a suggestion, when someone uses the self-assessment feature, and someone clicks on the one of the options, and the page finishes, it automatically slides down. I hope your app engineer’s team understand the idea.
Thanks."," A suggestion. Hi 
Amber here 
I would like to propose a suggestion  when someone uses the self-assessment feature  and someone clicks on the one of the options  and the page finishes  it automatically slides down. I hope your app engineer’s team understand the idea.
Thanks. ",en
2020-08-12 14:12:17,1505825357,AarogyaSetu,in,2.0.0,Magdoom.S,1,OTP Issue,Hello Support. I’m not getting OTP on my IPhone 11 Pro with iOS 13.6 version. What should I do?, OTP Issue Hello Support. I’m not getting OTP on my IPhone 11 Pro with iOS 13.6 version. What should I do? ,en
2020-08-12 10:38:30,1505825357,AarogyaSetu,in,2.0.0,Sainib4u,4,Excellent step by Govt,It’s really good when all the smart phone users are using this. It’s really helpful. I’ve personally experienced it, Excellent step by Govt It’s really good when all the smart phone users are using this. It’s really helpful. I’ve personally experienced it ,en
2020-08-12 09:32:42,1505825357,AarogyaSetu,in,2.0.0,against modi,1,KAT Char,Useless application no use with this application, KAT Char Useless application no use with this application ,en
2020-08-12 08:02:05,1505825357,AarogyaSetu,in,2.0.0,Sankarakumar,4,Very good keep it up,To know exactly what is going on in our India, Very good keep it up To know exactly what is going on in our India ,en
2020-08-12 07:57:36,1505825357,AarogyaSetu,in,2.0.0,sskhatkar,1,Inconsistent data,Not convenient to read live data and also wrong data, Inconsistent data Not convenient to read live data and also wrong data ,en
2020-08-12 07:20:16,1505825357,AarogyaSetu,in,2.0.0,klux1999,1,"This app is useless, it doesn’t works at all","One of the worst issues is, even you enter the OTP number it says login failed 
What kind of app is this? It is very hard to enter malls when you want to purchase something important , but people won’t allow you, 
This is not good and it’s not fair , doesn’t matter how many times u try, it never works"," This app is useless  it doesn’t works at all One of the worst issues is  even you enter the OTP number it says login failed 
What kind of app is this? It is very hard to enter malls when you want to purchase something important   but people won’t allow you  
This is not good and it’s not fair   doesn’t matter how many times u try  it never works ",en
